	Kingdom	Phylum	Class	Order	Family	Genus
ASV 40171 _	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	NA
ASV 40172 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40173 _	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV 40174 _	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	NA
ASV 40175 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
ASV 40176 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40177 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 40178 _	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	NA	NA
ASV 40179 _	Bacteria	BRC1	NA	NA	NA	NA
ASV 40180 _	Bacteria	NA	NA	NA	NA	NA
ASV 40181 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40182 _	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Clostridium_sensu_stricto_1
ASV 40183 _	Bacteria	NA	NA	NA	NA	NA
ASV 40184 _	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	B5-096	NA
ASV 40185 _	Bacteria	NA	NA	NA	NA	NA
ASV 40186 _	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA
ASV 40187 _	Bacteria	NA	NA	NA	NA	NA
ASV 40188 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 40189 _	Bacteria	NA	NA	NA	NA	NA
ASV 40190 _	Bacteria	NA	NA	NA	NA	NA
ASV 40191 _	Bacteria	NA	NA	NA	NA	NA
ASV 40192 _	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	NA
ASV 40193 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 40194 _	Bacteria	NA	NA	NA	NA	NA
ASV 40195 _	Bacteria	Bacteroidetes	Rhodothermia	Rhodothermales	Rhodothermaceae	NA
ASV 40196 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40197 _	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	NA
ASV 40198 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 40199 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 40200 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV 40201 _	Bacteria	NA	NA	NA	NA	NA
ASV 40202 _	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	Turneriella
ASV 40203 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV 40204 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV 40205 _	Bacteria	NA	NA	NA	NA	NA
ASV 40206 _	Bacteria	NA	NA	NA	NA	NA
ASV 40207 _	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	NA
ASV 40208 _	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
ASV 40209 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	NA	NA
ASV 40210 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40211 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40212 _	Bacteria	NA	NA	NA	NA	NA
ASV 40213 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40214 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40215 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40216 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 40217 _	Bacteria	Proteobacteria	Deltaproteobacteria	DTB120	NA	NA
ASV 40218 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40219 _	Bacteria	NA	NA	NA	NA	NA
ASV 40220 _	Bacteria	NA	NA	NA	NA	NA
ASV 40221 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40222 _	Bacteria	NA	NA	NA	NA	NA
ASV 40223 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40224 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40225 _	Bacteria	Acidobacteria	NA	NA	NA	NA
ASV 40226 _	Bacteria	NA	NA	NA	NA	NA
ASV 40227 _	Bacteria	Elusimicrobia	NA	NA	NA	NA
ASV 40228 _	Bacteria	NA	NA	NA	NA	NA
ASV 40229 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40230 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Z195MB87
ASV 40231 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40232 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40233 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40234 _	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV 40235 _	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Candidatus_Raymondbacteria	NA
ASV 40236 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	4572-13	NA
ASV 40237 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40238 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40239 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40240 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	NA	NA
ASV 40241 _	Bacteria	Elusimicrobia	Lineage_IIb	NA	NA	NA
ASV 40242 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40243 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40244 _	Bacteria	Actinobacteria	Coriobacteriia	OPB41	NA	NA
ASV 40245 _	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV 40246 _	Bacteria	NA	NA	NA	NA	NA
ASV 40247 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Chisholmbacteria	NA	NA
ASV 40248 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 40249 _	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA
ASV 40250 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40251 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 40252 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40253 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40254 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 40255 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40256 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 40257 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	NA
ASV 40258 _	Bacteria	Proteobacteria	Alphaproteobacteria	Caedibacterales	Caedibacteraceae	NA
ASV 40259 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40260 _	Bacteria	Bacteroidetes	Bacteroidia	NA	NA	NA
ASV 40261 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40262 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40263 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40264 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV 40265 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40266 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 40267 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
ASV 40268 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40269 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40270 _	Bacteria	NA	NA	NA	NA	NA
ASV 40271 _	Bacteria	Actinobacteria	WCHB1-81	NA	NA	NA
ASV 40272 _	Bacteria	NA	NA	NA	NA	NA
ASV 40273 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 40274 _	Bacteria	Elusimicrobia	Elusimicrobia	MD2894-B20	NA	NA
ASV 40275 _	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
ASV 40276 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40277 _	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
ASV 40278 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40279 _	Bacteria	NA	NA	NA	NA	NA
ASV 40280 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40281 _	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	NA
ASV 40282 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40283 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40284 _	Bacteria	NA	NA	NA	NA	NA
ASV 40285 _	Bacteria	Planctomycetes	Phycisphaerae	S-70	NA	NA
ASV 40286 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40287 _	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV 40288 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40289 _	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae	NA
ASV 40290 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40291 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40292 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 40293 _	Bacteria	NA	NA	NA	NA	NA
ASV 40294 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40295 _	Bacteria	Acidobacteria	NA	NA	NA	NA
ASV 40296 _	Bacteria	Chloroflexi	NA	NA	NA	NA
ASV 40297 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 40298 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 40299 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 40300 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40301 _	NA	NA	NA	NA	NA	NA
ASV 40302 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 40303 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40304 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40305 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40306 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40307 _	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV 40308 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40309 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40310 _	Bacteria	NA	NA	NA	NA	NA
ASV 40311 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40312 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV 40313 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40314 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40315 _	Bacteria	NA	NA	NA	NA	NA
ASV 40316 _	Bacteria	NA	NA	NA	NA	NA
ASV 40317 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40318 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40319 _	Bacteria	Margulisbacteria	NA	NA	NA	NA
ASV 40320 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40321 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40322 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV 40323 _	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	FS142-36B-02
ASV 40324 _	Bacteria	NA	NA	NA	NA	NA
ASV 40325 _	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
ASV 40326 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	NA
ASV 40327 _	Bacteria	NA	NA	NA	NA	NA
ASV 40328 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40329 _	Bacteria	NA	NA	NA	NA	NA
ASV 40330 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV 40331 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40332 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV 40333 _	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	NA
ASV 40334 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40335 _	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA
ASV 40336 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40337 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40338 _	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
ASV 40339 _	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	NA	NA
ASV 40340 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40341 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40342 _	Bacteria	Acidobacteria	Subgroup_9	NA	NA	NA
ASV 40343 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40344 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 40345 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 40346 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 40347 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	NA
ASV 40348 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40349 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna
ASV 40350 _	Bacteria	NA	NA	NA	NA	NA
ASV 40351 _	Bacteria	Chloroflexi	N9D0	NA	NA	NA
ASV 40352 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 40353 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40354 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 40355 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 40356 _	Bacteria	NA	NA	NA	NA	NA
ASV 40357 _	Bacteria	Acidobacteria	Subgroup_17	NA	NA	NA
ASV 40358 _	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV 40359 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40360 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40361 _	Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	NA
ASV 40362 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40363 _	Bacteria	NA	NA	NA	NA	NA
ASV 40364 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40365 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 40366 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 40367 _	Bacteria	Proteobacteria	Gammaproteobacteria	SZB50	NA	NA
ASV 40368 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 40369 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 40370 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40371 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 40372 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA
ASV 40373 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40374 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 40375 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Kangiellaceae	NA
ASV 40376 _	NA	NA	NA	NA	NA	NA
ASV 40377 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40378 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 40379 _	Bacteria	NA	NA	NA	NA	NA
ASV 40380 _	Bacteria	NA	NA	NA	NA	NA
ASV 40381 _	Bacteria	NA	NA	NA	NA	NA
ASV 40382 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40383 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 40384 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 40385 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	NA	NA
ASV 40386 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV 40387 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV 40388 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40389 _	Bacteria	NA	NA	NA	NA	NA
ASV 40390 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40391 _	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV 40392 _	Bacteria	NA	NA	NA	NA	NA
ASV 40393 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40394 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
ASV 40395 _	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NA	NA
ASV 40396 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40397 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40398 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40399 _	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaera
ASV 40400 _	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	BD2-7	NA
ASV 40401 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40402 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40403 _	Bacteria	NA	NA	NA	NA	NA
ASV 40404 _	Bacteria	NA	NA	NA	NA	NA
ASV 40405 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40406 _	Bacteria	Patescibacteria	ABY1	Candidatus_Buchananbacteria	NA	NA
ASV 40407 _	Bacteria	NA	NA	NA	NA	NA
ASV 40408 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40409 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 40410 _	Bacteria	NA	NA	NA	NA	NA
ASV 40411 _	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	NA	NA
ASV 40412 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40413 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40414 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus_Rubidus
ASV 40415 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	S15-21	NA
ASV 40416 _	Bacteria	Planctomycetes	Pla3_lineage	NA	NA	NA
ASV 40417 _	Bacteria	NA	NA	NA	NA	NA
ASV 40418 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40419 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
ASV 40420 _	Bacteria	Lentisphaerae	Oligosphaeria	NA	NA	NA
ASV 40421 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40422 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40423 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 40424 _	Bacteria	NA	NA	NA	NA	NA
ASV 40425 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 40426 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40427 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 40428 _	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Microbispora
ASV 40429 _	Bacteria	NA	NA	NA	NA	NA
ASV 40430 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40431 _	Bacteria	NA	NA	NA	NA	NA
ASV 40432 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40433 _	Bacteria	Planctomycetes	BD7-11	NA	NA	NA
ASV 40434 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	NA	NA
ASV 40435 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40436 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40437 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40438 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40439 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40440 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40441 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 40442 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 40443 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 40444 _	Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	B5-096	NA
ASV 40445 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV 40446 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40447 _	Bacteria	NA	NA	NA	NA	NA
ASV 40448 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 40449 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40450 _	Bacteria	Planctomycetes	Phycisphaerae	S-70	NA	NA
ASV 40451 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40452 _	Bacteria	Planctomycetes	Planctomycetacia	NA	NA	NA
ASV 40453 _	Bacteria	NA	NA	NA	NA	NA
ASV 40454 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
ASV 40455 _	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	NA
ASV 40456 _	Bacteria	NA	NA	NA	NA	NA
ASV 40457 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV 40458 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	Candidatus_Latescibacter
ASV 40459 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV 40460 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40461 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40462 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40463 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40464 _	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	NA
ASV 40465 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 40466 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40467 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 40468 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 40469 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
ASV 40470 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40471 _	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
ASV 40472 _	Bacteria	NA	NA	NA	NA	NA
ASV 40473 _	Archaea	Thaumarchaeota	Nitrososphaeria	NA	NA	NA
ASV 40474 _	Bacteria	Firmicutes	Clostridia	Clostridiales	Heliobacteriaceae	Hydrogenispora
ASV 40475 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40476 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 40477 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40478 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40479 _	Bacteria	Planctomycetes	SPG12-343-353-B69	NA	NA	NA
ASV 40480 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40481 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 40482 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 40483 _	Bacteria	NA	NA	NA	NA	NA
ASV 40484 _	Bacteria	NA	NA	NA	NA	NA
ASV 40485 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40486 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30	NA
ASV 40487 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 40488 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 40489 _	Bacteria	Proteobacteria	Gammaproteobacteria	MBMPE27	NA	NA
ASV 40490 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 40491 _	Bacteria	NA	NA	NA	NA	NA
ASV 40492 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 40493 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 40494 _	Bacteria	NA	NA	NA	NA	NA
ASV 40495 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 40496 _	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium
